topic,name,solution
Dates,1990-11-2,British Satellite Broadcasting and Sky Television plc merge to form BSkyB as a result of massive losses.
Dates,1333-11-3,The River Arno flooding causing massive damage in Florence as recorded by the Florentine chronicler Giovanni Villani.
Dates,1468-11-3,Liège is sacked by Charles I of Burgundy's troops.
Dates,1492-11-3,Peace of Etaples between Henry VII of England and Charles VIII of France.
Dates,1493-11-3,Christopher Columbus first sights the island of Dominica in the Caribbean Sea.
Dates,1534-11-3,"English Parliament passes the first Act of Supremacy, making King Henry VIII head of the Anglican Church, supplanting the pope and the Roman Catholic Church."
Dates,1592-11-3,The city of San Luis Potosí is founded.
Dates,1783-11-3,The American Continental Army is disbanded.
Dates,1789-11-3,The first District Court established by the Constitution opens in New York City.
Dates,1793-11-3,"French playwright, journalist and feminist Olympe de Gouges is guillotined."
Dates,1812-11-3,Napoleon's armies are defeated at the Battle of Vyazma.
Dates,1817-11-3,"The Bank of Montreal, Canada's oldest chartered bank, opens in Montreal."
Dates,1838-11-3,"The Times of India, the world's largest circulated English language daily broadsheet newspaper is founded as The Bombay Times and Journal of Commerce."
Dates,1848-11-3,"A greatly revised Dutch constitution, drafted by Johan Rudolph Thorbecke, severely limiting the powers of the Dutch monarchy, and strengthening the powers of parliament and ministers, is proclaimed."
Dates,1867-11-3,Giuseppe Garibaldi and his followers are defeated in the Battle of Mentana and fail to end the Pope's Temporal power in Rome (it would be achieved three years later).
Dates,1868-11-3,"John Willis Menard (R-Louisiana) was the first African American elected to the United States Congress. Because of an electoral challenge, he was never seated."
Dates,1881-11-3,The Mapuche uprising of 1881 begins in Chile.
Dates,1883-11-3,"American Old West: Self-described ""Black Bart the poet"" gets away with his last stagecoach robbery, but leaves a clue that eventually leads to his capture."
Dates,1898-11-3,"France withdraws its troops from Fashoda (now in Sudan), ending the Fashoda Incident."
Dates,1903-11-3,"With the encouragement of the United States, Panama separates from Colombia."
Dates,1908-11-3,William Howard Taft is elected the 27th President of the United States.
Dates,1911-11-3,Chevrolet officially enters the automobile market in competition with the Ford Model T.
Dates,1918-11-3,"Austria-Hungary enters into the Armistice of Villa Giusti with the Allies, and the Habsburg-ruled empire dissolves."
Dates,1918-11-3,"The German Revolution of 1918-19 begins when 40,000 sailors take over the port in Kiel."
Dates,1930-11-3,Getúlio Dornelles Vargas becomes Head of the Provisional Government in Brazil after a bloodless coup on October 24.
Dates,1932-11-3,Panagis Tsaldaris becomes the 142nd Prime Minister of Greece.
Dates,1935-11-3,"George II of Greece regains his throne through a popular, though possibly fixed, plebiscite."
Dates,1936-11-3,Franklin D. Roosevelt is re-elected President of the United States.
Dates,1942-11-3,World War II: The Koli Point action begins during the Guadalcanal Campaign and ends on November 12.
Dates,1943-11-3,World War II: Five hundred aircraft of the U.S. 8th Air Force devastate Wilhelmshaven harbor in Germany.
Dates,1944-11-3,"World War II: Two supreme commanders of the Slovak National Uprising, Generals Ján Golian and Rudolf Viest are captured, tortured and later executed by German forces."
Dates,1946-11-3,The Constitution of Japan is adopted through Emperor's assent.
Dates,1956-11-3,The Khan Yunis killings by the Israel Defense Forces in Egyptian-controlled Gaza result in the deaths of 275 Palestinians.
Dates,1957-11-3,"Sputnik program: The Soviet Union launches Sputnik 2. On board is the first animal to enter orbit, a dog named Laika."
Dates,1960-11-3,The land that would become the Great Swamp National Wildlife Refuge was established by an Act of Congress after a year-long legal battle that pitted local residents against Port Authority of New York and New Jersey officials wishing to turn the Great Swamp into a major regional airport for jet aircraft.
Dates,1964-11-3,"Lyndon B. Johnson is elected to a full term, winning 61% of the vote and 44 states, while Washington D.C. residents are able to vote in a presidential election for the first time, casting their votes for Lyndon Johnson."
Dates,1967-11-3,Vietnam War: The Battle of Dak To begins.
Dates,1969-11-3,"Vietnam War: U.S. President Richard M. Nixon addresses the nation on television and radio, asking the ""silent majority"" to join him in solidarity on the Vietnam War effort and to support his policies."
Dates,1973-11-3,"Mariner program: NASA launches the Mariner 10 toward Mercury. On March 29, 1974, it becomes the first space probe to reach that planet."
Dates,1975-11-3,"Syed Nazrul Islam, A. H. M. Qamaruzzaman, Tajuddin Ahmad, and Muhammad Mansur Ali, Bangladeshi politicians and Sheikh Mujibur Rahman loyalists, are murdered in the Dhaka Central Jail."
Dates,1978-11-3,Dominica gains its independence from the United Kingdom.
Dates,1979-11-3,"Greensboro massacre: Five members of the Communist Workers Party are shot dead and seven are wounded by a group of Klansmen and neo-Nazis during a ""Death to the Klan"" rally in Greensboro, North Carolina, United States."
Dates,1982-11-3,"The Salang Tunnel fire in Afghanistan kills up to 2,000 people."
Dates,1986-11-3,Iran-Contra affair: The Lebanese magazine Ash-Shiraa reports that the United States has been secretly selling weapons to Iran in order to secure the release of seven American hostages held by pro-Iranian groups in Lebanon.
Dates,1986-11-3,The Federated States of Micronesia gain independence from the United States of America.
Dates,1988-11-3,"Sri Lankan Tamil mercenaries try to overthrow the Maldivian government. At President Maumoon Abdul Gayoom's request, the Indian military suppresses the coup attempt within 24 hours."
Dates,1996-11-3,"Death of Abdullah Çatlı, leader of the Turkish ultra-nationalist organisation Grey Wolves in the Susurluk car-crash, which leads to the resignation of the Turkish Interior Minister, Mehmet Ağar (a leader of the True Path Party, DYP)."
Dates,1997-11-3,The United States of America imposes economic sanctions against Sudan in response to its human rights abuses of its own citizens and its material and political assistance to Islamic extremist groups across the Middle East and Eastern Africa.
Dates,2014-11-3,One World Trade Center officially opens.
Dates,2016-11-3,The Chicago Cubs defeat the Cleveland Indians in Game 7 of the 2016 World Series to earn their first title in 108 years; ending the then longest title drought in US sports history.
Dates,1429-11-4,Armagnac-Burgundian Civil War: Joan of Arc liberates Saint-Pierre-le-Moûtier.
Dates,1501-11-4,"Catherine of Aragon (later Henry VIII's first wife) meets Arthur Tudor, Henry VIII's older brother - they would later marry."
Dates,1576-11-4,"Eighty Years' War: In Flanders, Spain captures Antwerp (after three days the city is nearly destroyed)."
Dates,1677-11-4,"The future Mary II of England marries William, Prince of Orange; they later jointly reign as William and Mary."
Dates,1737-11-4,"The Teatro di San Carlo,the oldest working opera house in Europe, is inaugurated in Naples, Italy."
Dates,1780-11-4,The Rebellion of Túpac Amaru II against Spanish rule in the Viceroyalty of Peru begins.
Dates,1783-11-4,"Wolfgang Amadeus Mozart's Symphony No. 36 is performed for the first time in Linz, Austria."
Dates,1791-11-4,The Western Confederacy of American Indians wins a major victory over the United States in the Battle of the Wabash.
Dates,1798-11-4,Beginning of the Russo-Ottoman siege of Corfu.
Dates,1839-11-4,Newport Rising: The last large-scale armed rebellion against authority in mainland Britain.
Dates,1847-11-4,"Sir James Young Simpson, a Scottish physician, discovers the anaesthetic properties of chloroform."
Dates,1852-11-4,"Camillo Benso, Count of Cavour becomes the prime minister of Piedmont-Sardinia, which soon expands to become Italy."
Dates,1864-11-4,American Civil War: Battle of Johnsonville: Confederate troops bombard a Union supply base and destroy millions of dollars in material.
Dates,1868-11-4,"Camagüey, Cuba revolts against Spain during the Ten Years' War."
Dates,1890-11-4,City and South London Railway: London's first deep-level tube railway opens between King William Street and Stockwell.
Dates,1912-11-4,First Balkan War: The First Battle of Çatalca begins - an attempt by Bulgaria to break through the last defensive line before the Turkish capital Constantinople.
Dates,1918-11-4,World War I: The Armistice of Villa Giusti between Italy and Austria-Hungary is implemented.
Dates,1921-11-4,The Saalschutz Abteilung (hall defense detachment) of the Nazi Party is renamed the Sturmabteilung (storm detachment) after a large riot in Munich.
Dates,1921-11-4,Japanese Prime Minister Hara Takashi is assassinated in Tokyo.
Dates,1922-11-4,"In Egypt, British archaeologist Howard Carter and his men find the entrance to Tutankhamun's tomb in the Valley of the Kings."
Dates,1924-11-4,Nellie Tayloe Ross of Wyoming is elected the first female governor in the United States.
Dates,1939-11-4,"World War II: U.S. President Franklin D. Roosevelt orders the United States Customs Service to implement the Neutrality Act of 1939, allowing cash-and-carry purchases of weapons by belligerents."
Dates,1942-11-4,"World War II: Second Battle of El Alamein: Disobeying a direct order by Adolf Hitler, General Field Marshal Erwin Rommel leads his forces on a five-month retreat."
Dates,1944-11-4,World War II: Bitola Liberation Day
Dates,1952-11-4,"The United States government establishes the National Security Agency, or NSA."
Dates,1956-11-4,"Soviet troops enter Hungary to end the Hungarian revolution against the Soviet Union, that started on October 23. Thousands are killed, more are wounded, and nearly a quarter million leave the country."
Dates,1960-11-4,"At the Kasakela Chimpanzee Community in Tanzania, Dr Jane Goodall observes chimpanzees creating tools, the first-ever observation in non-human animals."
Dates,1962-11-4,"The United States concludes Operation Fishbowl, its final above-ground nuclear weapons testing series, in anticipation of the 1963 Partial Nuclear Test Ban Treaty."
Dates,1966-11-4,"The Arno River floods Florence, Italy, to a maximum depth of 6.7 m (22 ft), leaving thousands homeless and destroying millions of masterpieces of art and rare books. Also Venice was submerged on the same day at its record all-time acqua alta of 194 cm."
Dates,1970-11-4,Vietnam War: Vietnamization: The United States turns control of the air base at Bình Thủy in the Mekong Delta over to South Vietnam.
Dates,1970-11-4,"Salvador Allende takes office as President of Chile, the first Marxist to become president of a Latin American country through open elections."
Dates,1973-11-4,The Netherlands experiences the first Car-Free Sunday caused by the 1973 oil crisis. Highways are used only by cyclists and roller skaters.
Dates,1979-11-4,"Iran hostage crisis: A mob of Iranians, mostly students, overruns the US embassy in Tehran and takes 90 hostages (53 of whom are American)."
Dates,1980-11-4,"Ronald Reagan is elected the 40th President of The United States, defeating incumbent Jimmy Carter."
Dates,1993-11-4,"China Airlines Flight 605, a brand new 747-400, overruns the runway at Kai Tak Airport."
Dates,1995-11-4,Israeli prime minister Yitzhak Rabin is assassinated by an extremist Israeli.
Dates,2002-11-4,Chinese authorities arrest cyber-dissident He Depu for signing a pro-democracy letter to the 16th Communist Party Congress.
Dates,2008-11-4,Barack Obama becomes the first person of biracial or African-American descent to be elected President of the United States.
Dates,2010-11-4,"Aero Caribbean Flight 883 crashes into Guasimal, Sancti Spíritus. All 68 passengers and crew were killed."
Dates,2010-11-4,"Qantas Flight 32, an Airbus A380, suffers an uncontained engine failure over Indonesia shortly after taking off from Singapore, crippling the jet. The crew manage to safely return to Singapore, saving all 469 passengers and crew."
Dates,2015-11-4,"A cargo plane crashes shortly after takeoff from Juba International Airport in Juba, South Sudan, killing 37 people."
Dates,2015-11-4,"A building collapses in the Pakistani city of Lahore resulting in at least 45 deaths, at least 100 injured."
Dates,1138-11-5,"Lý Anh Tông is enthroned as emperor of Vietnam at the age of two, beginning a 37-year reign."
Dates,1499-11-5,"Publication of the Catholicon, written in 1464 by Jehan Lagadeuc in Tréguier; this is the first Breton dictionary as well as the first French dictionary."
Dates,1605-11-5,Gunpowder Plot: Guy Fawkes is arrested.
Dates,1688-11-5,William III of England lands with a Dutch fleet at Brixham.
Dates,1757-11-5,Seven Years' War: Frederick the Great defeats the allied armies of France and the Holy Roman Empire at the Battle of Rossbach.
Dates,1768-11-5,"Treaty of Fort Stanwix, the purpose of which is to adjust the boundary line between Indian lands and white settlements set forth in the Royal Proclamation of 1763 in the Thirteen Colonies."
Dates,1780-11-5,French-American forces under Colonel LaBalme are defeated by Miami Chief Little Turtle.
Dates,1811-11-5,"Salvadoran priest José Matías Delgado, rings the bells of La Merced church in San Salvador, calling for insurrection and launching the 1811 Independence Movement."
Dates,1828-11-5,Greek War of Independence: The French Morea expedition to recapture Morea (now the Peloponnese) ends when the last Ottoman forces depart the peninsula.
Dates,1831-11-5,"Nat Turner, American slave leader, is tried, convicted, and sentenced to death in Virginia."
Dates,1862-11-5,American Civil War: Abraham Lincoln removes George B. McClellan as commander of the Army of the Potomac.
Dates,1862-11-5,"American Indian Wars: In Minnesota, 303 Dakota warriors are found guilty of rape and murder of whites and are sentenced to hang. 38 are ultimately executed and the others reprieved."
Dates,1872-11-5,"Women's suffrage in the United States: In defiance of the law, suffragist Susan B. Anthony votes for the first time, and is later fined $100."
Dates,1895-11-5,George B. Selden is granted the first U.S. patent for an automobile.
Dates,1898-11-5,Filipinos on Negros Island revolt against Spanish rule and establish the short-lived Republic of Negros.
Dates,1911-11-5,"After declaring war on the Ottoman Empire on September 29, 1911, Italy annexes Tripoli and Cyrenaica."
Dates,1913-11-5,"King Otto of Bavaria is deposed by his cousin, Prince Regent Ludwig, who assumes the title Ludwig III."
Dates,1914-11-5,World War I: France and the British Empire declare war on the Ottoman Empire.
Dates,1916-11-5,The Kingdom of Poland is proclaimed by the Act of 5th November of the emperors of Germany and Austria-Hungary.
Dates,1916-11-5,"The Everett massacre takes place in Everett, Washington as political differences lead to a shoot-out between the Industrial Workers of the World organizers and local police."
Dates,1917-11-5,"October Revolution: In Tallinn, Estonia, Communist leader Jaan Anvelt leads revolutionaries in overthrowing the Provisional Government (As Estonia and Russia are still using the Julian calendar, subsequent period references show an October 23 date)."
Dates,1917-11-5,Tikhon is elected the Patriarch of Moscow and of the Russian Orthodox Church.
Dates,1925-11-5,"Secret agent Sidney Reilly, the first ""super-spy"" of the 20th century, is executed by the OGPU, the secret police of the Soviet Union."
Dates,1940-11-5,"World War II: The British armed merchant cruiser, HMS Jervis Bay, is sunk by the German pocket battleship Admiral Scheer."
Dates,1940-11-5,Franklin D. Roosevelt is the first and only President of the United States to be elected to a third term.
Dates,1943-11-5,World War II: Bombing of the Vatican.
Dates,1950-11-5,Korean War: British and Australian forces from the 27th British Commonwealth Brigade successfully halted the advancing Chinese 117th Division during the Battle of Pakchon.
Dates,1955-11-5,"After being destroyed in World War II, the rebuilt Vienna State Opera reopens with a performance of Beethoven's Fidelio."
Dates,1970-11-5,"The Military Assistance Command, Vietnam reports the lowest weekly American soldier death toll in five years (24)."
Dates,1983-11-5,Byford Dolphin diving bell accident kills five and leaves one severely injured.
Dates,1986-11-5,"USS Rentz, USS Reeves and USS Oldendorf visit Qingdao (Tsing Tao) China - the first US Naval visit to China since 1949."
Dates,1990-11-5,"Rabbi Meir Kahane, founder of the far-right Kach movement, is shot dead after a speech at a New York City hotel."
Dates,1995-11-5,André Dallaire attempts to assassinate Prime Minister Jean Chrétien of Canada. He is thwarted when the Prime Minister's wife locks the door.
Dates,1996-11-5,Pakistani President Farooq Leghari dismisses the government of Prime Minister Benazir Bhutto and dissolves the National Assembly of Pakistan.
Dates,2006-11-5,"Saddam Hussein, former president of Iraq, and his co-defendants Barzan Ibrahim al-Tikriti and Awad Hamed al-Bandar, are sentenced to death in the al-Dujail trial for their roles in the 1982 massacre of 148 Shi'a Muslims."
Dates,2007-11-5,"China's first lunar satellite, Chang'e 1, goes into orbit around the Moon."
Dates,2007-11-5,Android mobile operating system is unveiled by Google.
Dates,2009-11-5,"U.S. Army Major Nidal Malik Hasan murders 13 and wounds 32 at Fort Hood, Texas in the deadliest mass shooting at a U.S. military installation."
Dates,2013-11-5,"India launches the Mars Orbiter Mission, its first interplanetary probe."
Dates,2015-11-5,"An iron ore tailings dam bursts in the Brazilian state of Minas Gerais flooding a valley, causing mudslides in the nearby village of Bento Rodrigues and causing up to 9 deaths and 19 missing."
Dates,1217-11-6,"The Charter of the Forest is sealed at St Paul's Cathedral, London by King Henry III, acting under the regency of William Marshall, 1st Earl of Pembroke which re-establishes for free men rights of access to the royal forest that had been eroded by William the Conqueror and his heirs."
Dates,1528-11-6,Shipwrecked Spanish conquistador Álvar Núñez Cabeza de Vaca becomes the first known European to set foot in the area that would become Texas.
Dates,1789-11-6,Pope Pius VI appoints Father John Carroll as the first Catholic bishop in the United States.
Dates,1792-11-6,Battle of Jemappes in the French Revolutionary Wars.
Dates,1844-11-6,The first Constitution of the Dominican Republic is adopted.
Dates,1856-11-6,"Scenes of Clerical Life, the first work of fiction by the author later known as George Eliot, is submitted for publication."
Dates,1860-11-6,Abraham Lincoln is elected as the 16th President of United States.
Dates,1861-11-6,American Civil War: Jefferson Davis is elected president of the Confederate States of America.
Dates,1865-11-6,American Civil War: CSS Shenandoah is the last Confederate combat unit to surrender after circumnavigating the globe on a cruise on which it sank or captured 37 unarmed merchant vessels.
Dates,1869-11-6,"In New Brunswick, New Jersey, Rutgers College defeats Princeton University (then known as the College of New Jersey), 6-4, in the first official intercollegiate American football game."
Dates,1913-11-6,Mohandas Gandhi is arrested while leading a march of Indian miners in South Africa.
Dates,1917-11-6,"World War I: Battle of Passchendaele ends: After three months of fierce fighting, Canadian forces take Passchendaele in Belgium."
Dates,1918-11-6,The Provisional People's Government of the Republic of Poland is established.
Dates,1928-11-6,Herbert Hoover is elected the 31st President of the United States.
Dates,1934-11-6,"Memphis, Tennessee becomes the first major city to join the Tennessee Valley Authority."
Dates,1935-11-6,"Edwin Armstrong presents his paper ""A Method of Reducing Disturbances in Radio Signaling by a System of Frequency Modulation"" to the New York section of the Institute of Radio Engineers."
Dates,1939-11-6,World War II: Sonderaktion Krakau takes place.
Dates,1941-11-6,"World War II: During the Battle of Moscow, Joseph Stalin addresses the Soviet people for only the second time."
Dates,1942-11-6,World War II: Carlson's patrol during the Guadalcanal Campaign begins.
Dates,1942-11-6,World War II: First flight of the Heinkel He 219.
Dates,1943-11-6,"World War II: The Soviet Red Army recaptures Kiev. Before withdrawing, the Germans destroy most of the city's ancient buildings."
Dates,1944-11-6,"Plutonium is first produced at the Hanford Atomic Facility and subsequently used in the Fat Man atomic bomb dropped on Nagasaki, Japan."
Dates,1945-11-6,"Concerned that her cover was about to be blown, Elizabeth Bentley turns herself in to the FBI and confesses she had been spying for the Soviet Union."
Dates,1947-11-6,"Meet the Press, the longest running television program in history, makes its debut."
Dates,1948-11-6,"Deputy commander-in-chief of the Eastern China Field Army General Su Yu launches a massive offensive toward Xuzhou, defended by seven different armies under the General Suppression Headquarters of Xuzhou Garrison, the Huaihai Campaign. The largest operational campaign of the Chinese Civil War begins."
Dates,1956-11-6,Dwight D. Eisenhower is reelected President of the United States.
Dates,1962-11-6,The United Nations General Assembly passes a resolution condemning South Africa's apartheid policies and calls for all UN member states to cease military and economic relations with the nation.
Dates,1963-11-6,"Following the November 1 coup and execution of President Ngo Dinh Diem, coup leader General Dương Văn Minh takes over leadership of South Vietnam."
Dates,1965-11-6,"Cuba and the United States formally agree to begin an airlift for Cubans who want to go to the United States. By 1971, 250,000 Cubans had made use of this program."
Dates,1971-11-6,"The United States Atomic Energy Commission tests the largest U.S. underground hydrogen bomb, code-named Cannikin, on Amchitka Island in the Aleutians."
Dates,1977-11-6,"The Kelly Barnes Dam, located above Toccoa Falls Bible College near Toccoa, Georgia, fails, killing 39."
Dates,1984-11-6,Ronald Reagan is reelected President of the United States.
Dates,1985-11-6,"In Colombia, leftist guerrillas of the 19th of April Movement seize control of the Palace of Justice in Bogotá, eventually killing 115 people, 11 of them Supreme Court justices."
Dates,1986-11-6,Sumburgh disaster: A British International Helicopters Boeing 234LR Chinook crashes 2.5 !21⁄2 miles east of Sumburgh Airport killing 45 people. It is the deadliest civilian helicopter crash on record.
Dates,1995-11-6,"Cleveland Browns relocation controversy: Art Modell announces that he signed a deal that would relocate the Cleveland Browns to Baltimore, the first time the city had a NFL team since 1983 when they were the Baltimore Colts."
Dates,1999-11-6,Australians vote to keep the Head of the Commonwealth as their head of state in the Australian republic referendum.
Dates,2004-11-6,"An express train collides with a stationary car near the village of Ufton Nervet, England, killing seven and injuring 150."
Dates,2012-11-6,Barack Obama is reelected President of the United States; Tammy Baldwin becomes the first openly gay politician to be elected to the United States Senate.
Dates,2013-11-6,"Several small bombs explode outside a provincial office of the Chinese Communist Party in the northern city of Taiyuan, killing at least one person and wounding eight others."
Dates,1426-11-7,"Lam Sơn uprising: Lam Sơn rebels emerge victorious against the Ming army in the Battle of Tốt Động - Chúc Động taking place in Đông Quan, in now Hanoi."
Dates,1492-11-7,"The Ensisheim meteorite, the oldest meteorite with a known date of impact, strikes the Earth around noon in a wheat field outside the village of Ensisheim, Alsace, France."
Dates,1619-11-7,Elizabeth Stuart is crowned Queen of Bohemia.
Dates,1665-11-7,"The London Gazette, the oldest surviving journal, is first published."
Dates,1775-11-7,"John Murray, the Royal Governor of the Colony of Virginia, starts the first mass emancipation of slaves in North America by issuing Lord Dunmore's Offer of Emancipation, which offers freedom to slaves who abandoned their colonial masters to fight with Murray and the British."
Dates,1786-11-7,The oldest musical organization in the United States is founded as the Stoughton Musical Society.
Dates,1811-11-7,"Tecumseh's War: The Battle of Tippecanoe is fought near present-day Battle Ground, Indiana, United States."
Dates,1837-11-7,"In Alton, Illinois, abolitionist printer Elijah P. Lovejoy is shot dead by a mob while attempting to protect his printing shop from being destroyed a third time."
Dates,1861-11-7,"American Civil War: Battle of Belmont: In Belmont, Missouri, Union forces led by General Ulysses S. Grant overrun a Confederate camp but are forced to retreat when Confederate reinforcements arrive."
Dates,1861-11-7,"The first Melbourne Cup horse race is held in Melbourne, Australia."
Dates,1874-11-7,"A cartoon by Thomas Nast in Harper's Weekly, is considered the first important use of an elephant as a symbol for the United States Republican Party."
Dates,1885-11-7,"The completion of Canada's first transcontinental railway is symbolized by the Last Spike ceremony at Craigellachie, British Columbia."
Dates,1893-11-7,"Women's suffrage: Women in the U.S. state of Colorado are granted the right to vote, the second state to do so."
Dates,1900-11-7,"Second Boer War:Battle of Leliefontein, a battle during which the Royal Canadian Dragoons win three Victoria Crosses."
Dates,1900-11-7,The People's Party is founded in Cuba.
Dates,1907-11-7,Jesús García saves the entire town of Nacozari de García by driving a burning train full of dynamite six kilometers (3.7 miles) away before it can explode.
Dates,1908-11-7,"Butch Cassidy and the Sundance Kid are reportedly killed in San Vicente Canton, Bolivia."
Dates,1910-11-7,"The first air freight shipment (from Dayton, Ohio, to Columbus, Ohio) is undertaken by the Wright brothers and department store owner Max Moorehouse."
Dates,1912-11-7,"The Deutsche Opernhaus (now Deutsche Oper Berlin) opens in the Berlin neighborhood of Charlottenburg, with a production of Beethoven's Fidelio."
Dates,1913-11-7,"The first day of the Great Lakes Storm of 1913, a massive blizzard that ultimately killed 250 and caused over $5 million (about $118,098,000 in 2013 dollars) damage. Winds reach hurricane force on this date."
Dates,1914-11-7,The first issue of The New Republic is published.
Dates,1914-11-7,The German colony of Kiaochow Bay and its centre at Tsingtao are captured by Japanese forces.
Dates,1916-11-7,Jeannette Rankin is the first woman elected to the United States Congress.
Dates,1916-11-7,"Boston Elevated Railway Company's streetcar No. 393 smashes through the warning gates of the open Summer Street drawbridge in Boston, Massachusetts, plunging into the frigid waters of Fort Point Channel, killing 46 people.[1]"
Dates,1917-11-7,"The Gregorian calendar date of the October Revolution, which gets its name from the Julian calendar date of 25 October. On this date in 1917, the Bolsheviks storm the Winter Palace."
Dates,1917-11-7,World War I: Third Battle of Gaza ends: British forces capture Gaza from the Ottoman Empire.
Dates,1918-11-7,"The 1918 influenza epidemic spreads to Western Samoa, killing 7,542 (about 20% of the population) by the end of the year."
Dates,1918-11-7,Kurt Eisner overthrows the Wittelsbach dynasty in the Kingdom of Bavaria.
Dates,1919-11-7,"The first Palmer Raid is conducted on the second anniversary of the Russian Revolution. Over 10,000 suspected communists and anarchists are arrested in 23 U.S. cities."
Dates,1920-11-7,Patriarch Tikhon of Moscow issues a decree that leads to the formation of the Russian Orthodox Church Outside Russia.
Dates,1929-11-7,"In New York City, the Museum of Modern Art opens to the public."
Dates,1931-11-7,The Chinese Soviet Republic is proclaimed on the anniversary of the October Revolution.
Dates,1933-11-7,Fiorello H. La Guardia is elected the 99th mayor of New York City.
Dates,1940-11-7,"In Tacoma, Washington, the original Tacoma Narrows Bridge collapses in a windstorm, a mere four months after the bridge's completion."
Dates,1941-11-7,"World War II: Soviet hospital ship Armenia is sunk by German planes while evacuating refugees and wounded military and staff of several Crimean hospitals. It is estimated that over 5,000 people died in the sinking."
Dates,1944-11-7,"Soviet spy Richard Sorge, a half-Russian, half-German World War I veteran, is hanged by his Japanese captors along with 34 of his ring."
Dates,1944-11-7,Franklin D. Roosevelt elected for a record fourth term as President of the United States of America.
Dates,1949-11-7,"The first oil was taken in Oil Rocks (Neft Daşları), oldest offshore oil platform."
Dates,1956-11-7,"Suez Crisis: The United Nations General Assembly adopts a resolution calling for the United Kingdom, France and Israel to immediately withdraw their troops from Egypt."
Dates,1957-11-7,Cold War: The Gaither Report calls for more American missiles and fallout shelters.
Dates,1967-11-7,"Carl B. Stokes is elected as Mayor of Cleveland, Ohio, becoming the first African American mayor of a major American city."
Dates,1967-11-7,"US President Lyndon B. Johnson signs the Public Broadcasting Act of 1967, establishing the Corporation for Public Broadcasting."
Dates,1972-11-7,US President Richard Nixon is re elected President.
Dates,1973-11-7,"The United States Congress overrides President Richard M. Nixon's veto of the War Powers Resolution, which limits presidential power to wage war without congressional approval."
Dates,1975-11-7,"In Bangladesh, a joint force of people and soldiers takes part in an uprising led by Colonel Abu Taher that ousts and kills Brigadier Khaled Mosharraf, freeing the then house-arrested army chief and future president Maj-Gen. Ziaur Rahman."
Dates,1983-11-7,"United States Senate bombing: A bomb explodes inside the United States Capitol. No one is injured, but an estimated $250,000 in damage is caused."
Dates,1987-11-7,"In Tunisia, president Habib Bourguiba is overthrown and replaced by Prime Minister Zine El Abidine Ben Ali."
Dates,1989-11-7,"Douglas Wilder wins the governor's seat in Virginia, becoming the first elected African American governor in the United States."
Dates,1989-11-7,David Dinkins becomes the first African American to be elected Mayor of New York City.
Dates,1989-11-7,"East German Prime Minister Willi Stoph, along with his entire cabinet, is forced to resign after huge anti-government protests."
Dates,1990-11-7,Mary Robinson becomes the first woman to be elected President of the Republic of Ireland.
Dates,1991-11-7,Magic Johnson announces that he is infected with HIV and retires from the NBA.
Dates,1994-11-7,"WXYC, the student radio station of the University of North Carolina at Chapel Hill, provides the world's first internet radio broadcast."
Dates,1996-11-7,NASA launches the Mars Global Surveyor.
Dates,2000-11-7,"Controversial US presidential election that is later resolved in the Bush v. Gore Supreme Court Case, electing George W. Bush the 43rd President of the United States."
Dates,2000-11-7,"The U.S. Drug Enforcement Administration discovers one of the country's largest LSD labs inside a converted military missile silo in Wamego, Kansas."
Dates,2004-11-7,"Iraq War: The interim government of Iraq calls for a 60-day ""state of emergency"" as U.S. forces storm the insurgent stronghold of Fallujah."
Dates,2007-11-7,"Jokela school shooting in Tuusula, Finland, resulting in the death of nine people."
Dates,2012-11-7,An earthquake off the Pacific coast of Guatemala kills at least 52 people.
Dates,1278-11-8,"Trần Thánh Tông, the second emperor of the Trần dynasty, decides to pass the throne to his crown prince Trần Khâm and take up the post of Retired Emperor."
Dates,1519-11-8,Hernán Cortés enters Tenochtitlán and Aztec ruler Moctezuma welcomes him with a great celebration.
Dates,1520-11-8,Stockholm Bloodbath begins: A successful invasion of Sweden by Danish forces results in the execution of around 100 people.
Dates,1576-11-8,Eighty Years' War: Pacification of Ghent: The States General of the Netherlands meet and unite to oppose Spanish occupation.
Dates,1602-11-8,The Bodleian Library at the University of Oxford is opened to the public.
Dates,1605-11-8,"Robert Catesby, ringleader of the Gunpowder Plotters, is killed."
Dates,1614-11-8,Japanese daimyō Dom Justo Takayama is exiled to the Philippines by shogun Tokugawa Ieyasu for being Christian.
Dates,1620-11-8,"The Battle of White Mountain takes place near Prague, ending in a decisive Catholic victory in only two hours."
Dates,1644-11-8,"The Shunzhi Emperor, the third emperor of the Qing dynasty, is enthroned in Beijing after the collapse of the Ming dynasty as the first Qing emperor to rule over China."
Dates,1745-11-8,Charles Edward Stuart invades England with an army of ~5000 that would later participate in the Battle of Culloden.
Dates,1837-11-8,"Mary Lyon founds Mount Holyoke Female Seminary, which later becomes Mount Holyoke College."
Dates,1861-11-8,"American Civil War: The ""Trent Affair"": The USS San Jacinto stops the British mail ship Trent and arrests two Confederate envoys, sparking a diplomatic crisis between the UK and US."
Dates,1889-11-8,Montana is admitted as the 41st U.S. state.
Dates,1892-11-8,"The New Orleans general strike begins, uniting black and white American trade unionists in a successful four-day general strike action for the first time."
Dates,1895-11-8,"While experimenting with electricity, Wilhelm Röntgen discovers the X-ray."
